17.1	2.7027027027027e-09
17	2.7027027027027e-09
16.9	2.7027027027027e-09
16.8	2.7027027027027e-09
16.7	2.7027027027027e-09
16.6	2.7027027027027e-09
16.5	2.7027027027027e-09
16.4	2.7027027027027e-09
16.3	5.40540540540541e-09
16.2	8.10810810810811e-09
16.1	1.08108108108108e-08
16	1.08108108108108e-08
15.9	1.62162162162162e-08
15.8	1.62162162162162e-08
15.7	1.89189189189189e-08
15.6	2.16216216216216e-08
15.5	2.7027027027027e-08
15.4	4.05405405405405e-08
15.3	4.86486486486487e-08
15.2	5.94594594594595e-08
15.1	6.75675675675676e-08
15	7.83783783783784e-08
14.9	8.37837837837838e-08
14.8	1.02702702702703e-07
14.7	1.32432432432432e-07
14.6	1.48648648648649e-07
14.5	1.64864864864865e-07
14.4	1.83783783783784e-07
14.3	1.89189189189189e-07
14.2	2.27027027027027e-07
14.1	2.56756756756757e-07
14	2.94594594594595e-07
13.9	3.59459459459459e-07
13.8	4.10810810810811e-07
13.7	4.67567567567568e-07
13.6	5.08108108108108e-07
13.5	5.72972972972973e-07
13.4	6.59459459459459e-07
13.3	7.64864864864865e-07
13.2	8.89189189189189e-07
13.1	1.02972972972973e-06
13	1.14864864864865e-06
12.9	1.27837837837838e-06
12.8	1.45405405405405e-06
12.7	1.68108108108108e-06
12.6	1.88648648648649e-06
12.5	2.10540540540541e-06
12.4	2.35945945945946e-06
12.3	2.65945945945946e-06
12.2	3.05945945945946e-06
12.1	3.47027027027027e-06
12	3.86216216216216e-06
11.9	4.31891891891892e-06
11.8	4.89459459459459e-06
11.7	5.31621621621622e-06
11.6	5.87837837837838e-06
11.5	6.57567567567568e-06
11.4	7.36756756756757e-06
11.3	8.2054054054054e-06
11.2	9.21621621621622e-06
11.1	1.03243243243243e-05
11	1.14783783783784e-05
10.9	1.3e-05
10.8	1.48e-05
10.7	1.72324324324324e-05
10.6	1.98810810810811e-05
10.5	2.22918918918919e-05
10.4	2.47945945945946e-05
10.3	2.77351351351351e-05
10.2	3.13864864864865e-05
10.1	3.58135135135135e-05
10	4.18054054054054e-05
9.9	4.89243243243243e-05
9.8	5.72e-05
9.7	6.62189189189189e-05
9.6	7.46783783783784e-05
9.5	8.25243243243243e-05
9.4	9.08e-05
9.3	0.000100583783783784
9.2	0.000111554054054054
9.1	0.000125194594594595
9	0.000141559459459459
8.9	0.000160386486486486
8.8	0.000180548648648649
8.7	0.000201045945945946
8.6	0.00022297027027027
8.5	0.000247008108108108
8.4	0.000275832432432432
8.3	0.000310608108108108
8.2	0.000352824324324324
8.1	0.000403686486486487
8	0.000457710810810811
7.9	0.000515437837837838
7.8	0.000576305405405405
7.7	0.000641402702702703
7.6	0.000710886486486486
7.5	0.000784478378378378
7.4	0.000863908108108108
7.3	0.000955486486486486
7.2	0.00106010810810811
7.1	0.00117576216216216
7	0.00129951621621622
6.9	0.00143045945945946
6.8	0.00156881621621622
6.7	0.00171948108108108
6.6	0.00189063513513513
6.5	0.00208254324324324
6.4	0.00229021351351351
6.3	0.0025104972972973
6.2	0.00274409189189189
6.1	0.00299951891891892
6	0.00328062702702703
5.9	0.00358936486486486
5.8	0.0039238
5.7	0.00427441351351351
5.6	0.00464088648648649
5.5	0.00502962702702703
5.4	0.00545662972972973
5.3	0.00592712162162162
5.2	0.0064449
5.1	0.00700725405405405
5	0.00761947027027027
4.9	0.00828882972972973
4.8	0.00902837297297297
4.7	0.00984053243243243
4.6	0.0107219189189189
4.5	0.0116742513513514
4.4	0.0127032243243243
4.3	0.0138001459459459
4.2	0.0149688810810811
4.1	0.0162070243243243
4	0.0175217027027027
3.9	0.0189256027027027
3.8	0.0204278918918919
3.7	0.0219393783783784
3.6	0.0233591945945946
3.5	0.0242323081081081
3.4	0.0246889189189189
3.3	0.0249876837837838
3.2	0.0251247972972973
3.1	0.0251515378378378
3	0.0251515378378378
